,respondentname,parentname,hmda_id,advertiser,parent,advertiser_id,score
71050.0,PROVIDENCE BANK OF TEXAS  SSB,PROVIDENCE BANK OF TEXAS  SSB,3-0000058560,,,,
71051.0,THE BANK OF SAN ANTONIO,THE BANK OF SAN ANTONIO,3-0000058581,,,,
71053.0,PEOPLEFIRST BANK,PEOPLEFIRST BANK,3-0000058597,,,,
71055.0,ALLEGIANCE BANK TEXAS,ALLEGIANCE BANK TEXAS,3-0000058629,,,,
71056.0,INTEGRITY BANK SSB,INTEGRITY BANK SSB,3-0000058631,Integrity Bank,Integrity Bank,2044.0,84.40208112766358
71057.0,MEMORIAL CITY BANK,MEMORIAL CITY BANK,3-0000058679,,,,
71058.0,FLORIDA TRADITIONS BANK,FLORIDA TRADITIONS BANK,3-0000058682,,,,
71059.0,HOME LOAN STATE BANK,HOME LOAN STATE BANK,3-0000090040,Home State Bank,Home State Bank,1940.0,82.73252830067966
71108.0,5STAR BANK,5STAR BANK,3-0000091005,,,,
71121.0,FRANKLIN MORTGAGE COMPANY  LLC,FRANKLIN MORTGAGE COMPANY  LLC,3-20-1557708,Oak Mortgage Co,Oak Mortgage Co Llc,85398.0,87.21193282044433
71123.0,BANK OF ANN ARBOR MTGE CO  LLC,BANK OF ANN ARBOR MTGE CO  LLC,3-20-3684266,,,,
71129.0,KEYSTONE MORTGAGE CO,KEYSTONE MORTGAGE CO,3-30-0046798,Keystone Mortgage Group,KEYSTONE MORTGAGE GROUP,19509.0,82.7571686381604
71131.0,STERLING LENDING GROUP  INC.,STERLING LENDING GROUP  INC.,3-36-4526122,STERLING GRP/RDGFLD MTG,Sterling Group Inc,8407.0,81.2324701296971
71132.0,CF BANCORP MORTGAGE COMPANY,CF BANCORP MORTGAGE COMPANY,3-37-1429918,Ace Mortgage Funding,ACE MORTGAGE CO,9132.0,89.05109673638427
71134.0,SIGNATURE MORTGAGE,SIGNATURE MORTGAGE,3-37-1477782,,,,
71146.0,FIRSTBANK-ST JOHNS MTG COMP,FIRSTBANK-ST JOHNS MTG COMP,3-38-3597676,,,,
71147.0,FIRSTBANK- ALMA MORTGAGE COMP,FIRSTBANK- ALMA MORTGAGE COMP,3-38-3602342,,,,
71157.0,PATRIOT BANK MORTGAGE  INC.,PATRIOT BANK MORTGAGE  INC.,3-47-0927376,,,,
71159.0,OAKFIRST LOAN CENTER,OAKFIRST LOAN CENTER,3-52-2303662,,,,
71166.0,GRANDBRIDGE REAL EST CAPITAL,GRANDBRIDGE REAL EST CAPITAL,3-56-2224037,,,,
71169.0,SECURITY REAL ESTATE SERVICES,SECURITY REAL ESTATE SERVICES,3-58-2551497,,,,
71171.0,FBT MORTGAGE,FBT MORTGAGE,3-58-2642920,,,,
71173.0,FIRST STATE FINANCE,FIRST STATE FINANCE,3-62-1662612,,,,
71177.0,DORAL MORTGAGE LLC,DORAL MORTGAGE LLC,3-66-0365296,A&D Mortgage,A&D Mortgage Llc,168723.0,89.43432492646369
71180.0,MERRILL LYNCH COMMERCIAL FINAN,MERRILL LYNCH COMMERCIAL FINAN,3-68-0518519,,,,
71182.0,RIVERSIDE MORTGAGE COMPANY,RIVERSIDE MORTGAGE COMPANY,3-71-0799379,Riverside Mortgage,RIVERSIDE MORTGAGE CORP,16300.0,84.64383037839077
71186.0,AFFILIATED MORTGAGE COMPANY,AFFILIATED MORTGAGE COMPANY,3-75-1991208,Affiliates Mgt Co Financial Consultants,Affiliates Mgt Co,157046.0,80.81633249902085
71188.0,BLUELEAF LENDING LLC,BLUELEAF LENDING LLC,3-87-0788512,US LENDING,US LENDING LLC,8710.0,83.72339487595502
71193.0,IRWIN B&TC,IRWIN B&TC,3-99-0008423,,,,
71199.0,PIEDMONT FEDERAL SAVINGS BANK,PIEDMONT FEDERAL SAVINGS BANK,4-0000000007,Piedmont Federal Savings Bank,Piedmont Federal Savings Bank,7941.0,100.0
71205.0,FIFTH DISTRICT SAVINGS BANK,FIFTH DISTRICT SAVINGS BANK,4-0000000133,,,,
71207.0,MUTUAL SAVINGS AND LOAN ASS,MUTUAL SAVINGS AND LOAN ASS,4-0000000165,,,,
71227.0,MT. WASHINGTON SAVINGS & LOAN,MT. WASHINGTON SAVINGS & LOAN,4-0000000644,,,,
71243.0,CAMBRIA COUNTY FEDERAL S&L ASS,CAMBRIA COUNTY FEDERAL S&L ASS,4-0000000955,,,,
71245.0,MAINSTREET SAVINGS BANK  FSB,MAINSTREET SAVINGS BANK  FSB,4-0000000966,,,,
71247.0,CINCINNATUS SAVINGS AND LOAN,CINCINNATUS SAVINGS AND LOAN,4-0000001016,,,,
71293.0,NORTH SHORE BANK  FSB,NORTH SHORE BANK  FSB,4-0000002130,,,,
71313.0,OLDE CYPRESS CMTY BK,OLDE CYPRESS CMTY BK,4-0000002517,,,,
71334.0,ATHENS FEDERAL COMMUNITY BANK,ATHENS FEDERAL COMMUNITY BANK,4-0000002887,,,,
71335.0,BANK'34,BANK'34,4-0000002889,,,,
71348.0,BROOKLYN FEDERAL SAVINGS  BANK,BROOKLYN FEDERAL SAVINGS  BANK,4-0000003198,,,,
71359.0,PULASKI BANK AND TRUST COMPANY,PULASKI BANK AND TRUST COMPANY,4-0000003401,,,,
71360.0,FLATBUSH FEDERAL SAVINGS,FLATBUSH FEDERAL SAVINGS,4-0000003444,,,,
71365.0,BAY VIEW FEDERAL S&L ASSOC.,BAY VIEW FEDERAL S&L ASSOC.,4-0000003571,,,,
71372.0,MONROE FEDERAL SAVINGS AND LOA,MONROE FEDERAL SAVINGS AND LOA,4-0000003692,,,,
71387.0,BUFFALO FEDERAL SAVINGS BANK,BUFFALO FEDERAL SAVINGS BANK,4-0000003903,,,,
71392.0,SHELBY COUNTY BANK  DIV SCB BK,SHELBY COUNTY BANK  DIV SCB BK,4-0000004044,,,,
71400.0,CROSSROADS BANK,CROSSROADS BANK,4-0000004175,,,,
71441.0,MID-SOUTHERN SAVINGS BANK FSB,MID-SOUTHERN SAVINGS BANK FSB,4-0000004817,,,,
71450.0,BROADWAY FEDERAL BANK  F.S.B.,BROADWAY FEDERAL BANK  F.S.B.,4-0000005141,,,,
71461.0,FIRST FEDERAL BANK OF WI,FIRST FEDERAL BANK OF WI,4-0000005313,First Federal Bank,First Federal Bank,1539.0,91.50602341782759
71467.0,FREEHOLD SAVINGS BANK,FREEHOLD SAVINGS BANK,4-0000005489,Freehold Savings Bank,Freehold Savings Bank,93380.0,100.0
71473.0,TEMPO BANK,TEMPO BANK,4-0000005636,,,,
71477.0,PEOPLES FIRST SAVINGS BANK,PEOPLES FIRST SAVINGS BANK,4-0000005752,,,,
71488.0,ATLAS SAVINGS,ATLAS SAVINGS,4-0000005910,,,,
71489.0,BANK 360,BANK 360,4-0000005919,,,,
71503.0,RIVERWOOD BANK,RIVERWOOD BANK,4-0000006326,,,,
71506.0,PICKENS SAVINGS AND LOAN,PICKENS SAVINGS AND LOAN,4-0000006359,Pickens Savings & Loan,Pickens Savings & Loan,98792.0,90.6946134109671
71520.0,URBAN TRUST BANK,URBAN TRUST BANK,4-0000006859,Urban Trust Bank,Urban Trust Bank,62640.0,100.0
71522.0,FIRST FEDERAL OF SC  FSB,FIRST FEDERAL OF SC  FSB,4-0000006903,,,,
71546.0,ROLLSTONE BANK & TRUST,ROLLSTONE BANK & TRUST,4-0000007794,Rollstone Bank & Trust,Rollstone Bank & Trust,80241.0,100.0
71572.0,MUTUAL OF OMAHA BANK,MUTUAL OF OMAHA BANK,4-0000008146,,,,
71585.0,SYKESVILLE FEDERAL SAVINGS ASN,SYKESVILLE FEDERAL SAVINGS ASN,4-0000008217,,,,
71625.0,WACHOVIA MORTGAGE FSB,WACHOVIA MORTGAGE FSB,4-0000012642,,,,
71639.0,MERRILL LYNCH BK&TC FSB,MERRILL LYNCH BK&TC FSB,4-0000014460,,,,
71655.0,FRONTIER BANK  FSB,FRONTIER BANK  FSB,4-0000014979,,,,
71668.0,WATERFIELD BANK,WATERFIELD BANK,4-0000015436,,,,
71687.0,FRANKLIN SECURITY BANK,FRANKLIN SECURITY BANK,4-0000016631,,,,
71714.0,AMERICAN INVESTORS BANK & MTG,AMERICAN INVESTORS BANK & MTG,4-0000017958,American Investors Bank & Mortgage,AMERICAN INVESTORS BANK & MORTGAGE,44330.0,100.0
71734.0,H&R BLOCK BANK,H&R BLOCK BANK,4-0000018001,,,,
71738.0,ESQUIRE BANK,ESQUIRE BANK,4-0000018006,Esquire Bank,Esquire Bank,147196.0,100.0
71740.0,AMERIPRISE BANK  FSB,AMERIPRISE BANK  FSB,4-0000018013,,,,
71741.0,ATLANTIC BANK AND TRUST,ATLANTIC BANK AND TRUST,4-0000018016,,,,
71746.0,APPALACHIAN COMMUNITY BANK FSB,APPALACHIAN COMMUNITY BANK FSB,4-0000018033,Appalachian Community Bank,Appalachian Community Bank,81839.0,92.9947801700987
71747.0,SAVANNAH RIVER BANKING COMPANY,SAVANNAH RIVER BANKING COMPANY,4-0000018036,Savannah River Banking Co,Savannah River Banking Company,99305.0,100.0
71756.0,FLAGSHIP BANK AND TRUST COMPAN,FLAGSHIP BANK AND TRUST COMPAN,4-0000018079,,,,
71770.0,GB MORTGAGE  LLC,GB MORTGAGE  LLC,4-0481290152,KB MORTGAGE,KB MORTGAGE LLC,11334.0,96.70695937984365
71788.0,FRANKLIN TRUST FCU,FRANKLIN TRUST FCU,5-0000000012,,,,
71793.0,MS POSTAL EMP FED CREDIT UNION,MS POSTAL EMP FED CREDIT UNION,5-0000000048,,,,
71796.0,SIOUX FALLS FEDERAL CU,SIOUX FALLS FEDERAL CU,5-0000000060,,,,
71805.0,FDIC FEDERAL CREDIT UNION,FDIC FEDERAL CREDIT UNION,5-0000000118,IC Federal Credit Union,IC Federal Credit Union,28019.0,88.74120887633272
71823.0,NARFE PREMIER FCU,NARFE PREMIER FCU,5-0000000233,,,,
71842.0,SC TELCO FCU,SC TELCO FCU,5-0000000361,,,,
71843.0,FIRSTDAY FEDERAL CREDIT UNION,FIRSTDAY FEDERAL CREDIT UNION,5-0000000362,FirstDay Federal Credit Union,FirstDay Federal Credit Union,36809.0,100.0
71854.0,MISSISSIPPI TELCO FCU,MISSISSIPPI TELCO FCU,5-0000000473,,,,
71861.0,MEMBERS SOURCE CREDIT UNION,MEMBERS SOURCE CREDIT UNION,5-0000000532,Members Plus Credit Union,Members Plus Credit Union,2542.0,85.11709322158252
71868.0,BUTTE FEDERAL CREDIT UNION,BUTTE FEDERAL CREDIT UNION,5-0000000643,UT Federal Credit Union,UT Federal Credit Union,8721.0,86.16790302922232
71874.0,BRIDGEWAY FEDERAL CREDIT UNION,BRIDGEWAY FEDERAL CREDIT UNION,5-0000000731,Bridgeway Federal Credit Union,Bridgeway Federal Credit Union,91710.0,100.0
71915.0,LIBERTY ALLIANCE FEDERAL CREDI,LIBERTY ALLIANCE FEDERAL CREDI,5-0000001220,,,,
71920.0,TALLAHASSEE-LEON FCU,TALLAHASSEE-LEON FCU,5-0000001316,,,,
71927.0,PITNEY BOWES EMP FCU,PITNEY BOWES EMP FCU,5-0000001399,,,,
71929.0,HEW FEDERAL CREDIT UNION,HEW FEDERAL CREDIT UNION,5-0000001407,Hew Federal Credit Union,HEW Federal Credit Union,46400.0,100.0
71947.0,EVANSVILLE TEACHERS FEDERAL CU,EVANSVILLE TEACHERS FEDERAL CU,5-0000001682,,,,
71961.0,ALOHA PACIFIC FCU,ALOHA PACIFIC FCU,5-0000001845,,,,
71971.0,CENTRIC FCU,CENTRIC FCU,5-0000001982,,,,
71974.0,PRAIRIELAND FED CREDIT UNI0N,PRAIRIELAND FED CREDIT UNI0N,5-0000002037,Prairieland Federal Credit Union,Prairieland Federal Credit Union,131401.0,90.0682291414724
71989.0,SOUTHWEST COMMUNITY FEDERAL CU,SOUTHWEST COMMUNITY FEDERAL CU,5-0000002288,,,,
72006.0,NORTHEAST FAMILY FEDERAL CU,NORTHEAST FAMILY FEDERAL CU,5-0000002709,,,,
72009.0,USX FEDERAL CREDT UNION,USX FEDERAL CREDT UNION,5-0000002740,UT Federal Credit Union,UT Federal Credit Union,8721.0,87.38881804638451
72010.0,PENN EAST FCU,PENN EAST FCU,5-0000002742,,,,
72019.0,JEEP COUNTRY FEDERAL CREDIT UN,JEEP COUNTRY FEDERAL CREDIT UN,5-0000002918,Jeep Country Federal Credit Union,Jeep Country Federal Credit Union,46777.0,95.32605258593922
72030.0,PICATTINY FEDERAL CREDIT UNION,PICATTINY FEDERAL CREDIT UNION,5-0000003291,Picatinny Federal Credit Union,Picatinny Federal Credit Union,52368.0,95.14902949402669
72032.0,PACIFI TRANSPORTATION FCU,PACIFI TRANSPORTATION FCU,5-0000003378,,,,
72037.0,SCHOOLS FCU,SCHOOLS FCU,5-0000003526,,,,
72051.0,MIT FCU,MIT FCU,5-0000003830,,,,
72063.0,GENERATIONS COMMUNITY FCU,GENERATIONS COMMUNITY FCU,5-0000004015,,,,
72067.0,GENERAL ELECTRIC EMP F C U,GENERAL ELECTRIC EMP F C U,5-0000004043,,,,
72083.0,BFCU,BFCU,5-0000004616,,,,
72088.0,UNITED SE FEDERAL CREDIT UNION,UNITED SE FEDERAL CREDIT UNION,5-0000004714,United SA Federal Credit Union,United Sa Federal Credit Union,53336.0,96.61430404154073
72091.0,COUNTRYSIDE FEDERAL CR UNION,COUNTRYSIDE FEDERAL CR UNION,5-0000004745,Countryside Federal Credit Union,Countryside Federal Credit Union,82938.0,92.42399198762871
72092.0,NEW HAMPSHIRE FEDERAL C U,NEW HAMPSHIRE FEDERAL C U,5-0000004746,New Hampshire Federal Credit Union,New Hampshire Federal Credit Union,149674.0,83.84889343609737
72100.0,INOVA FEDERAL CREDIT CREDIT,INOVA FEDERAL CREDIT CREDIT,5-0000004968,Inova Fed Credit Union,Inova Federal Credit Union,65659.0,81.48618818795605
72109.0,ACFCU,ACFCU,5-0000005168,,,,
72117.0,RUSSELL COUNTRY FEDERAL CREDIT,RUSSELL COUNTRY FEDERAL CREDIT,5-0000005387,,,,
72122.0,FORT SNELLING FCU,FORT SNELLING FCU,5-0000005458,,,,
72152.0,HERITAGEWEST FEDERAL CREDIT UN,HERITAGEWEST FEDERAL CREDIT UN,5-0000005799,Heritage Federal Credit Union,Heritage Federal Credit Union,27956.0,86.28755474749916
72159.0,VANATGE TRUST FEDERAL CREDIT U,VANATGE TRUST FEDERAL CREDIT U,5-0000005867,,,,
72164.0,TEXELL FEDERAL CREDIT UNION,TEXELL FEDERAL CREDIT UNION,5-0000005904,Texell Credit Union,Texell Federal Credit Union,43713.0,100.0
72173.0,BEACON FCU,BEACON FCU,5-0000006062,,,,
72181.0,COMMUNITY FINANCIAL SERVICES F,COMMUNITY FINANCIAL SERVICES F,5-0000006179,,,,
72184.0,SECURITY CREDIT UNION,SECURITY CREDIT UNION,5-0000006266,Security Credit Union,Security Credit Union,80440.0,100.0
72189.0,CONTRA COSTA FCU,CONTRA COSTA FCU,5-0000006333,Mount Diablo Unified School District,Contra Costa County CA,135163.0,80.41876512060205
72191.0,WASHINGTON CO TEACHERS FCU,WASHINGTON CO TEACHERS FCU,5-0000006353,,,,
72193.0,HORIZON ONE FED CREDIT UNION,HORIZON ONE FED CREDIT UNION,5-0000006435,Horizon Federal Credit Union,Horizon Federal Credit Union,160297.0,84.07830821710215
72213.0,ENRICHMENT FEDERDAL CREDIT UNI,ENRICHMENT FEDERDAL CREDIT UNI,5-0000006778,Enrichment Federal Credit Union,Enrichment Federal Credit Union,64674.0,94.66202982505726
72215.0,MCT FEDERAL CREDIT UNION,MCT FEDERAL CREDIT UNION,5-0000006808,MCT Federal Credit Union,MCT Federal Credit Union,19739.0,100.0
72226.0,GREAT BASIN FEDERAL CREDIT UNI,GREAT BASIN FEDERAL CREDIT UNI,5-0000007063,Great Basin Federal Credit Union,Great Basin Federal Credit Union,55892.0,96.76735576073197
72237.0,LGE COMMUNITY CREDIT UNION,LGE COMMUNITY CREDIT UNION,5-0000007228,LGE Community Credit Union,LGE Community Credit Union,75103.0,100.0
72248.0,COLUMBUS METRO FEDERAL CREDIT,COLUMBUS METRO FEDERAL CREDIT,5-0000007393,Columbus Metro Federal Credit Union,Columbus Metro Federal Credit Union,18257.0,90.3090959716945
72255.0,TUSCALOOSA VA FEDERAL CREDIT U,TUSCALOOSA VA FEDERAL CREDIT U,5-0000007532,,,,
72266.0,WANIGAS CREDIT UNION,WANIGAS CREDIT UNION,5-0000007675,,,,
72267.0,MY COMMUNITY FCU,MY COMMUNITY FCU,5-0000007676,,,,
72268.0,PARTNERS 1ST FEDERAL CU,PARTNERS 1ST FEDERAL CU,5-0000007688,First Federal Bank,First Federal Bank,1539.0,81.92853216670852
72270.0,360 FEDERAL CREDIT UNION,360 FEDERAL CREDIT UNION,5-0000007723,Federal Credit Union,Federal Credit Union,1450.0,85.54857034029611
72272.0,SAN BERNARDINO SCHOOL EFCU,SAN BERNARDINO SCHOOL EFCU,5-0000007770,,,,
72274.0,INNOVATIONS FCU,INNOVATIONS FCU,5-0000007783,,,,
72293.0,FINANCIALPLUS FCU,FINANCIALPLUS FCU,5-0000008145,Financial Plus,FINANCIAL PLUS,182981.0,83.75079455472017
72299.0,MARSHLAND C F C U,MARSHLAND C F C U,5-0000008323,,,,
72301.0,KBR HERITAGE FCU,KBR HERITAGE FCU,5-0000008344,,,,
72302.0,TRENTON FEDERAL CREDI UNION,TRENTON FEDERAL CREDI UNION,5-0000008349,Trenton Federal Credit Union,Trenton Federal Credit Union,80912.0,97.85764511256976
72313.0,FIRST FINANCIAL OF MD CU,FIRST FINANCIAL OF MD CU,5-0000008554,Savannah Bank,First Financial Holdings Inc,10682.0,84.09668661918607
72328.0,CENTRAL SUNBELT F. C. U.,CENTRAL SUNBELT F. C. U.,5-0000008905,,,,
72357.0,ENVISION FEDERAL CREDIT UNION,ENVISION FEDERAL CREDIT UNION,5-0000009300,Nuvision Credit Union,NuVision Federal Credit Union,66609.0,84.19106400888255
72362.0,AMERICA'S CREDIT UNION  A FCU,AMERICA'S CREDIT UNION  A FCU,5-0000009373,,,,
72372.0,CLEARPATH FEDERAL CREDIT UNION,CLEARPATH FEDERAL CREDIT UNION,5-0000009556,,,,
72379.0,LAFAYETTE SCHOOLS' FED CU,LAFAYETTE SCHOOLS' FED CU,5-0000009643,,,,
72393.0,ALLENTOWN F C U,ALLENTOWN F C U,5-0000010015,,,,
72400.0,OUACHITA VALLEY FCU,OUACHITA VALLEY FCU,5-0000010181,,,,
72403.0,UNITED SA FEDERAL CREDIT UNION,UNITED SA FEDERAL CREDIT UNION,5-0000010245,United SA Federal Credit Union,United Sa Federal Credit Union,53336.0,100.0
72407.0,KEYPOINT FEDERAL CREDIT UNION,KEYPOINT FEDERAL CREDIT UNION,5-0000010367,Keypoint Federal Credit Union,KEYPOINT FEDERAL CREDIT UNION,56377.0,100.0
72409.0,1ST LIBERTY FCU,1ST LIBERTY FCU,5-0000010375,,,,
72412.0,UANWFCU,UANWFCU,5-0000010442,,,,
72425.0,SOLANO FIRST FEDERAL CU,SOLANO FIRST FEDERAL CU,5-0000010790,,,,
72433.0,SOUTHWEST RESEARCH CENTER,SOUTHWEST RESEARCH CENTER,5-0000010913,Southwest Research Institute,Southwest Research Institute,120809.0,81.4039254856718
72436.0,FIRST EAGLE FEDERAL CREDIT UNI,FIRST EAGLE FEDERAL CREDIT UNI,5-0000010958,First Federal Credit Union,First Federal Credit Union,27512.0,82.72780144939617
72438.0,NAFT FEDERAL CREDIT UNION,NAFT FEDERAL CREDIT UNION,5-0000010994,NET Federal Credit Union,NET Federal Credit Union,104787.0,91.26279021472259
72463.0,CY- FAIR FEDERAL CREDIT UNION,CY- FAIR FEDERAL CREDIT UNION,5-0000011452,Cy-Fair Federal Credit Union,CY-Fair Federal Credit Union,101680.0,96.89805787425078
72471.0,SUNSTATE FCU,SUNSTATE FCU,5-0000011789,,,,
72482.0,NCCFCU,NCCFCU,5-0000012004,,,,
72485.0,MID OREGON FCU,MID OREGON FCU,5-0000012084,,,,
72503.0,VELOCITY COMMUNITY FEDERAL C U,VELOCITY COMMUNITY FEDERAL C U,5-0000012458,,,,
72505.0,TORRANCE COMMUNITY FCU,TORRANCE COMMUNITY FCU,5-0000012543,,,,
72518.0,SECURED ADVANTAGE F C U,SECURED ADVANTAGE F C U,5-0000012877,,,,
72523.0,SUSSEX COUNTY FED CREDIT UNION,SUSSEX COUNTY FED CREDIT UNION,5-0000013121,Sussex County Federal Credit Union,Sussex County Federal Credit Union,155765.0,92.78552496756264
72535.0,FIRST TRUST CREDIT UNION,FIRST TRUST CREDIT UNION,5-0000013413,Envision Financial,First West Credit Union,93255.0,84.60499297755874
72536.0,COMMUNITY ONE FED. CREDIT UNIO,COMMUNITY ONE FED. CREDIT UNIO,5-0000013431,Community One Federal Credit Union,COMMUNITY ONE FEDERAL CREDIT UNION,726.0,91.32560349253784
72540.0,COUNTY SCHOOLS FEDERAL CREDIT,COUNTY SCHOOLS FEDERAL CREDIT,5-0000013495,County Sch Fed Credit Un,County Schools Federal Credit Union,1052.0,90.271958339882
72543.0,SPIRIT OF ALASKA FEDERAL C U,SPIRIT OF ALASKA FEDERAL C U,5-0000013583,,,,
72551.0,NATION'S HERITAGE FEDERAL C.U.,NATION'S HERITAGE FEDERAL C.U.,5-0000013727,,,,
72552.0,BEEHIVE FEDERAL CREDIT UNION,BEEHIVE FEDERAL CREDIT UNION,5-0000013741,Beehive Federal Credit Union,Beehive Federal Credit Union,145761.0,100.0
72559.0,DEL ONE,DEL ONE,5-0000013919,,,,
72583.0,PARISHIONERS FEDERAL CREDIT UN,PARISHIONERS FEDERAL CREDIT UN,5-0000014650,,,,
72588.0,LA JOYA AREA FEDERAL CREDIT UN,LA JOYA AREA FEDERAL CREDIT UN,5-0000014734,,,,
72607.0,KELLY COMMUNITY FEDERAL CREDIT,KELLY COMMUNITY FEDERAL CREDIT,5-0000015467,Kellogg Community Federal Credit Union,Kellogg Community Federal Credit Union,11362.0,82.5627336475757
72611.0,OREGON TERRITORY FED CR UN,OREGON TERRITORY FED CR UN,5-0000015597,,,,
72616.0,MOOG EMPLOYEES F C U,MOOG EMPLOYEES F C U,5-0000015669,,,,
72625.0,GEOVISTA FEDERAL CREDIT UNION,GEOVISTA FEDERAL CREDIT UNION,5-0000016168,Vista Fed Credit Union,VISTA FEDERAL CREDIT UNION,8801.0,84.95471222357605
72626.0,UT MCO FEDERAL CREDIT UNION,UT MCO FEDERAL CREDIT UNION,5-0000016174,UT Federal Credit Union,UT Federal Credit Union,8721.0,88.62239010426252
72627.0,WATERFRONT FEDERAL CREDIT UNIO,WATERFRONT FEDERAL CREDIT UNIO,5-0000016178,Riverfront Federal Credit Union,Riverfront Federal Credit Union,131749.0,81.98208403413636
72633.0,POLICE FEDERAL CREDIT UNION,POLICE FEDERAL CREDIT UNION,5-0000016401,IC Federal Credit Union,IC Federal Credit Union,28019.0,87.54950465655507
72639.0,PATRIOT FEDERAL CREDIT UNION,PATRIOT FEDERAL CREDIT UNION,5-0000016574,Orion Federal Credit Union,Orion Federal Credit Union,105154.0,84.30050621011178
72653.0,UKRAINIAN NATIONA FCU,UKRAINIAN NATIONA FCU,5-0000017107,,,,
72655.0,TRUGROCER FCU,TRUGROCER FCU,5-0000017127,,,,
72668.0,SC NATIONAL GUARD FCU,SC NATIONAL GUARD FCU,5-0000017636,,,,
72673.0,FINGER LAKES FCU,FINGER LAKES FCU,5-0000018022,,,,
72675.0,UMASSFIVE COLLEGE FEDERAL CU,UMASSFIVE COLLEGE FEDERAL CU,5-0000018181,UMassFive College Federal Credit Union,UMassFive College Federal Credit Union,179993.0,84.36576650950002
72676.0,UNITED TELELECH FINANCIAL FCU,UNITED TELELECH FINANCIAL FCU,5-0000018195,,,,
72683.0,AMPLIFY FEDERAL CREDIT UNION,AMPLIFY FEDERAL CREDIT UNION,5-0000018304,Bay Federal Credit Union,Bay Federal Credit Union,550.0,81.91759362828063
72685.0,POLICEMEN'S FEDERAL CREDIT UN,POLICEMEN'S FEDERAL CREDIT UN,5-0000018393,Policemens Federal Credit Union,Policemens Federal Credit Union,79959.0,94.98254303508385
72686.0,PENOBSCOT COUNTY FCU,PENOBSCOT COUNTY FCU,5-0000018507,,,,
72688.0,HEALTH ASSOCIATES FEDERAL C U,HEALTH ASSOCIATES FEDERAL C U,5-0000018565,,,,
72689.0,MEMBERS FCU,MEMBERS FCU,5-0000018574,,,,
72690.0,DUKE UNIVERSITY FCU,DUKE UNIVERSITY FCU,5-0000018616,,,,
72705.0,FAMILY FIRST OF NY FEDERAL CU,FAMILY FIRST OF NY FEDERAL CU,5-0000019304,,,,
72710.0,PROVIDENCE HEALTH SYSTEN FCU,PROVIDENCE HEALTH SYSTEN FCU,5-0000019522,,,,
72716.0,URW COMMUNITY FEDERAL CREDIT U,URW COMMUNITY FEDERAL CREDIT U,5-0000019867,Berks Community Federal Credit Union,BERKS COMMUNITY FEDERAL CREDIT UN,81964.0,83.35181232215656
72723.0,XCEED FINANCIAL FEDERAL CREDIT,XCEED FINANCIAL FEDERAL CREDIT,5-0000020068,Xerox Federal Credit Union,Xceed Financial Federal Credit Union,25803.0,91.32508669784278
72725.0,MEDIA MEMBERS FCU,MEDIA MEMBERS FCU,5-0000020207,,,,
72729.0,LUFTHANSA EMP FED CREDIT UNION,LUFTHANSA EMP FED CREDIT UNION,5-0000020341,,,,
72732.0,SECNY FCU,SECNY FCU,5-0000020496,,,,
72734.0,KAIPERM NORTHWEST FCU,KAIPERM NORTHWEST FCU,5-0000020516,,,,
72735.0,WASHINGTON COMMUNITY FEDEERAL,WASHINGTON COMMUNITY FEDEERAL,5-0000020558,Washington Community Federal Credit Union,Washington Community Federal Credit Union,110740.0,80.38039657189489
72739.0,SCENIC FALLS FED. CR. UNION,SCENIC FALLS FED. CR. UNION,5-0000020721,,,,
72744.0,PRINCETON FEDERAL CREDIT UNION,PRINCETON FEDERAL CREDIT UNION,5-0000021009,Princeton Federal Credit Union,Princeton Federal Credit Union,98891.0,100.0
72746.0,THE UNITED FCU,THE UNITED FCU,5-0000021305,,,,
72751.0,NEW ENLGAND TEAMSTERS FCU,NEW ENLGAND TEAMSTERS FCU,5-0000021507,,,,
72755.0,FEDEX EMPLOYEES CREDIT ASSOCIA,FEDEX EMPLOYEES CREDIT ASSOCIA,5-0000021751,,,,
72763.0,CENTRAL VIRGINIA FCU,CENTRAL VIRGINIA FCU,5-0000022307,,,,
72776.0,SHELL NOFCU,SHELL NOFCU,5-0000023017,,,,
72783.0,ACADEMIC FEDERAL CREDIT UNION,ACADEMIC FEDERAL CREDIT UNION,5-0000023425,,,,
72790.0,AMERICAN AIRLINES FEDERAL CU,AMERICAN AIRLINES FEDERAL CU,5-0000023957,,,,
72800.0,UNION YES FEDERAL CREDIT UNION,UNION YES FEDERAL CREDIT UNION,5-0000024131,United Federal Credit Union,United Federal Credit Union,90333.0,84.68843087287672
72802.0,INDEPENDENT FEDERAL C U,INDEPENDENT FEDERAL C U,5-0000024171,Independent Federal Credit Union,INDEPENDENT FEDERAL CREDIT UNION,37268.0,84.62685863398818
72808.0,SCHOOLSFIRST FCU,SCHOOLSFIRST FCU,5-0000024212,,,,
72812.0,STARTRUST FEDERAL CREDIT UNION,STARTRUST FEDERAL CREDIT UNION,5-0000024229,Stark Federal Credit Union,Stark Federal Credit Union,120868.0,86.12910330857426
72816.0,MAFCU CREDIT UNION,MAFCU CREDIT UNION,5-0000024251,MECU Credit Union,MECU Credit Union,19741.0,87.4701749723957
72829.0,TFCU,TFCU,5-0000024354,,,,
72830.0,SPIRE FEDERAL CREDIT UNION,SPIRE FEDERAL CREDIT UNION,5-0000024356,Spire Federal Credit Union,Spire Federal Credit Union,52899.0,100.0
